Name,Rating,Ranked,Popularity,Members,Type
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.29,289,Apr 2011 - Jun 2011,"1,641,373 members",TV
Beck,8.29,290,Oct 2004 - Mar 2005,"352,758 members",TV
Initial D Final Stage,8.29,291,May 2014 - Jun 2014,"152,117 members",TV
Doukyuusei,8.28,292,Feb 2016 - Feb 2016,"279,096 members",Movie
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.28,293,Nov 2019 - Nov 2019,"27,689 members",Movie
Gintama: Shinyaku Benizakura-hen,8.28,294,Dec 2010 - Dec 2010,"45,153 members",Special
Kino no Tabi: The Beautiful World,8.28,295,Apr 2003 - Jul 2003,"330,370 members",TV
Major: World Series,8.28,296,Dec 2011 - Jan 2012,"37,715 members",OVA
Redline,8.28,297,Aug 2009 - Aug 2009,"394,736 members",Movie
Rurouni Kenshin: Meiji Kenkaku Romantan,8.28,298,Jan 1996 - Sep 1998,"506,939 members",TV
Tokyo Godfathers,8.28,299,Nov 2003 - Nov 2003,"305,619 members",Movie
Yuukoku no Moriarty Part 2,8.28,300,Apr 2021 - Jun 2021,"266,982 members",TV
Shirobako,8.27,301,Oct 2014 - Mar 2015,"454,417 members",TV
Suzume no Tojimari,8.27,302,Nov 2022 - Nov 2022,"411,098 members",Movie
Tenki no Ko,8.27,303,Jul 2019 - Jul 2019,"1,045,598 members",Movie
Yuru Camp△,8.27,304,Jan 2018 - Mar 2018,"512,029 members",TV
Diamond no Ace: Act II,8.27,305,Apr 2019 - Mar 2020,"94,211 members",TV
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.27,306,Mar 2011 - Mar 2011,"17,893 members",Movie
Dr. Stone,8.27,307,Jul 2019 - Dec 2019,"1,809,605 members",TV
Fate/Zero,8.27,308,Oct 2011 - Dec 2011,"1,536,546 members",TV
Gin no Saji 2nd Season,8.27,309,Jan 2014 - Mar 2014,"148,784 members",TV
Hotarubi no Mori e,8.27,310,Sep 2011 - Sep 2011,"843,104 members",Movie
Kage no Jitsuryokusha ni Naritakute!,8.27,311,Oct 2022 - Feb 2023,"727,702 members",TV
Koukaku Kidoutai,8.27,312,Nov 1995 - Nov 1995,"659,137 members",Movie
Naruto: Shippuuden,8.27,313,Feb 2007 - Mar 2017,"2,571,242 members",TV
Ore dake Level Up na Ken,8.27,314,Jan 2024 - Mar 2024,"806,996 members",TV
Nodame Cantabile,8.26,315,Jan 2007 - Jun 2007,"320,906 members",TV
Space☆Dandy 2nd Season,8.26,316,Jul 2014 - Sep 2014,"172,872 members",TV
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.26,317,Dec 2015 - Dec 2015,"271,478 members",TV
Tanoshii Muumin Ikka,8.26,318,Apr 1990 - Oct 1991,"29,307 members",TV
Tenkuu no Shiro Laputa,8.26,319,Aug 1986 - Aug 1986,"506,695 members",Movie
Tsubasa: Tokyo Revelations,8.26,320,Nov 2007 - Mar 2008,"97,568 members",OVA
Gyakkyou Burai Kaiji: Ultimate Survivor,8.26,321,Oct 2007 - Apr 2008,"365,939 members",TV
Hajime no Ippo: Champion Road,8.26,322,Apr 2003 - Apr 2003,"145,202 members",TV
Boku no Hero Academia 6th Season,8.25,323,Oct 2022 - Mar 2023,"709,053 members",TV
Dororo,8.25,324,Jan 2019 - Jun 2019,"1,280,165 members",TV
Hunter x Hunter: Greed Island Final,8.25,325,Mar 2004 - Aug 2004,"149,351 members",OVA
Kono Subarashii Sekai ni Shukufuku wo! 2,8.25,326,Jan 2017 - Mar 2017,"1,568,791 members",TV
Kuroshitsuji Movie: Book of the Atlantic,8.25,327,Jan 2017 - Jan 2017,"209,794 members",Movie
Planetes,8.25,328,Oct 2003 - Apr 2004,"262,983 members",TV
Shinsekai yori,8.25,329,Sep 2012 - Mar 2013,"794,777 members",TV
Stranger: Mukou Hadan,8.25,330,Sep 2007 - Sep 2007,"340,968 members",Movie
Tonari no Totoro,8.25,331,Apr 1988 - Apr 1988,"1,099,542 members",Movie
World Trigger 3rd Season,8.25,332,Oct 2021 - Jan 2022,"126,442 members",TV
Sennen Joyuu,8.24,333,Sep 2002 - Sep 2002,"195,406 members",Movie
Boku no Kokoro no Yabai Yatsu,8.24,334,Apr 2023 - Jun 2023,"352,780 members",TV
Doupo Cangqiong 4th Season,8.24,335,Mar 2021 - Aug 2021,"8,303 members",ONA
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.24,336,Jan 2023 - Mar 2023,"248,912 members",TV
Golden Kamuy 2nd Season,8.24,337,Oct 2018 - Dec 2018,"216,273 members",TV
Gyakkyou Burai Kaiji: Hakairoku-hen,8.24,338,Apr 2011 - Sep 2011,"199,900 members",TV
Haikyuu!! Movie 4: Concept no Tatakai,8.24,339,Sep 2017 - Sep 2017,"93,619 members",Movie
Hajime no Ippo: Mashiba vs. Kimura,8.24,340,Sep 2003 - Sep 2003,"116,997 members",OVA
Kobayashi-san Chi no Maid Dragon S,8.24,341,Jul 2021 - Sep 2021,"577,415 members",TV
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,8.24,342,Dec 2016 - Dec 2016,"32,344 members",TV
Non Non Biyori Movie: Vacation,8.24,343,Aug 2018 - Aug 2018,"81,629 members",Movie
Kamisama Hajimemashita◎,8.23,344,Jan 2015 - Mar 2015,"430,934 members",TV
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,345,Oct 2016 - Apr 2017,"150,182 members",TV
Majo no Takkyuubin,8.23,346,Jul 1989 - Jul 1989,"614,658 members",Movie
Mushoku Tensei II: Isekai Ittara Honki Dasu,8.23,347,Jul 2023 - Sep 2023,"636,689 members",TV
Re:Zero kara Hajimeru Isekai Seikatsu,8.23,348,Apr 2016 - Sep 2016,"2,283,740 members",TV
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.23,349,Oct 2018 - Dec 2018,"1,807,420 members",TV
Spy x Family Part 2,8.23,350,Oct 2022 - Dec 2022,"996,825 members",TV
Youjo Senki Movie,8.23,351,Feb 2019 - Feb 2019,"298,030 members",Movie
Bakemono no Ko,8.23,352,Jul 2015 - Jul 2015,"435,701 members",Movie
Danshi Koukousei no Nichijou,8.23,353,Jan 2012 - Mar 2012,"846,860 members",TV
IDOLiSH7 Third Beat!,8.23,354,Jul 2021 - Sep 2021,"24,252 members",TV
Bocchi the Rock! Movie,8.22,355,Jun 2024 - Aug 2024,"60,316 members",Movie
Kono Sekai no Katasumi ni,8.22,356,Nov 2016 - Nov 2016,"195,362 members",Movie
Liz to Aoi Tori,8.22,357,Apr 2018 - Apr 2018,"149,680 members",Movie
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.22,358,Oct 2012 - Oct 2012,"205,797 members",Movie
Mimi wo Sumaseba,8.22,359,Jul 1995 - Jul 1995,"379,812 members",Movie
Nodame Cantabile Finale,8.22,360,Jan 2010 - Mar 2010,"129,926 members",TV
Shen Yin Wangzuo 2nd Season,8.22,361,Nov 2022 -,"5,381 members",ONA
Shoujo Kakumei Utena,8.22,362,Apr 1997 - Dec 1997,"229,923 members",TV
Shoujo Shuumatsu Ryokou,8.22,363,Oct 2017 - Dec 2017,"363,159 members",TV
Trigun,8.22,364,Apr 1998 - Sep 1998,"787,120 members",TV
Wu Liuqi: Zui Qiang Fa Xing Shi,8.22,365,Oct 2019 - Jan 2020,"83,141 members",ONA
Yubisaki to Renren,8.22,366,Jan 2024 - Mar 2024,"265,319 members",TV
SKET Dance,8.21,367,Apr 2011 - Sep 2012,"229,420 members",TV
Tengoku Daimakyou,8.21,368,Apr 2023 - Jun 2023,"538,350 members",TV
BanG Dream! It's MyGO!!!!!,8.21,369,Jun 2023 - Sep 2023,"24,432 members",TV
Berserk: Ougon Jidai-hen III - Kourin,8.21,370,Feb 2013 - Feb 2013,"233,675 members",Movie
Blue Lock,8.21,371,Oct 2022 - Mar 2023,"762,409 members",TV
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,372,Jul 2000 - Jul 2000,"118,675 members",Movie
Fruits Basket 1st Season,8.21,373,Apr 2019 - Sep 2019,"873,484 members",TV
Kaguya-hime no Monogatari,8.21,374,Nov 2013 - Nov 2013,"242,482 members",Movie
Magi: The Kingdom of Magic,8.21,375,Oct 2013 - Mar 2014,"862,539 members",TV
Major S1,8.21,376,Nov 2004 - May 2005,"103,958 members",TV
Major S3,8.21,377,Jan 2007 - Jun 2007,"70,912 members",TV
Ookami to Koushinryou,8.21,378,Jan 2008 - Mar 2008,"840,486 members",TV
Sasaki to Miyano,8.21,379,Jan 2022 - Mar 2022,"209,876 members",TV
Kimetsu no Yaiba: Katanakaji no Sato-hen,8.20,380,Apr 2023 - Jun 2023,"933,867 members",TV
Kuroko no Basket 2nd Season,8.20,381,Oct 2013 - Mar 2014,"880,198 members",TV
Meitantei Conan Movie 13: Shikkoku no Chaser,8.20,382,Apr 2009 - Apr 2009,"61,744 members",Movie
Quanzhi Gaoshou Specials,8.20,383,Apr 2018 - May 2018,"108,863 members",ONA
ReLIFE: Kanketsu-hen,8.20,384,Mar 2018 - Mar 2018,"414,091 members",Special
Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.20,385,Dec 2018 - Dec 2018,"230,309 members",TV
xxxHOLiC◆Kei,8.20,386,Apr 2008 - Jun 2008,"147,864 members",TV
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.20,387,Apr 2015 - Jun 2015,"1,098,129 members",TV
Bungou Stray Dogs 3rd Season,8.20,388,Apr 2019 - Jun 2019,"663,208 members",TV
Fate/strange Fake: Whispers of Dawn,8.20,389,Jul 2023 - Jul 2023,"85,878 members",TV
Great Pretender,8.20,390,Jul 2020 - Dec 2020,"694,385 members",TV
Horimiya,8.20,391,Jan 2021 - Apr 2021,"1,467,620 members",TV
InuYasha: Kanketsu-hen,8.20,392,Oct 2009 - Mar 2010,"291,781 members",TV
Asobi Asobase,8.19,393,Jul 2018 - Sep 2018,"500,944 members",TV
Dragon Ball Super: Broly,8.19,394,Dec 2018 - Dec 2018,"427,562 members",Movie
Dragon Ball Z,8.19,395,Apr 1989 - Jan 1996,"1,261,670 members",TV
Fanren Xiu Xian Chuan 3rd Season,8.19,396,Nov 2023 - Oct 2024,"1,983 members",ONA
Hachimitsu to Clover II,8.19,397,Jun 2006 - Sep 2006,"108,879 members",TV
Maison Ikkoku,8.19,398,Mar 1986 - Mar 1988,"76,597 members",TV
Make Heroine ga Oosugiru!,8.19,399,Jul 2024 - Sep 2024,"229,069 members",TV
Mo Dao Zu Shi Q,8.19,400,Jul 2020 - Jan 2021,"25,533 members",ONA
One Piece Movie 14: Stampede,8.19,401,Aug 2019 - Aug 2019,"202,664 members",Movie
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.19,402,Aug 2013 - Aug 2013,"64,757 members",TV
Senki Zesshou Symphogear XV,8.19,403,Jul 2019 - Sep 2019,"41,039 members",TV
Vanitas no Karte Part 2,8.19,404,Jan 2022 - Apr 2022,"299,510 members",TV
Wu Liuqi: Anying Suming,8.19,405,Jan 2023 - Mar 2023,"27,928 members",ONA
Stand By Me Doraemon 2,8.18,406,Nov 2020 - Nov 2020,"26,439 members",Movie
Xian Ni,8.18,407,Sep 2023 -,"4,229 members",ONA
xxxHOLiC Rou,8.18,408,Apr 2010 - Mar 2011,"71,436 members",OVA
Yojouhan Time Machine Blues,8.18,409,Sep 2022 - Oct 2022,"46,349 members",ONA
Yoru wa Mijikashi Arukeyo Otome,8.18,410,Apr 2017 - Apr 2017,"131,984 members",Movie
Ballroom e Youkoso,8.18,411,Jul 2017 - Dec 2017,"345,624 members",TV
Cang Yuan Tu,8.18,412,Jun 2023 - Dec 2023,"3,047 members",ONA
Chihayafuru,8.18,413,Oct 2011 - Mar 2012,"473,820 members",TV
Fate/stay night: Unlimited Blade Works,8.18,414,Oct 2014 - Dec 2014,"1,101,174 members",TV
Girls & Panzer Movie,8.18,415,Nov 2015 - Nov 2015,"110,445 members",Movie
Haikyuu!! Movie 3: Sainou to Sense,8.18,416,Sep 2017 - Sep 2017,"96,848 members",Movie
Hunter x Hunter: Greed Island,8.18,417,Feb 2003 - Apr 2003,"161,526 members",OVA
Initial D Second Stage,8.18,418,Oct 1999 - Jan 2000,"231,642 members",TV
Major S2,8.18,419,Dec 2005 - Jun 2006,"73,622 members",TV
Major S4,8.18,420,Jan 2008 - Jun 2008,"67,050 members",TV
Meitantei Conan Movie 20: Junkoku no Nightmare,8.18,421,Apr 2016 - Apr 2016,"43,689 members",Movie
Nomad: Megalo Box 2,8.18,422,Apr 2021 - Jun 2021,"208,081 members",TV
Non Non Biyori Repeat,8.18,423,Jul 2015 - Sep 2015,"205,432 members",TV
K-On!!,8.17,424,Apr 2010 - Sep 2010,"715,883 members",TV
Kotarou wa Hitorigurashi,8.17,425,Mar 2022 - Mar 2022,"167,222 members",ONA
Little Busters! Refrain,8.17,426,Oct 2013 - Dec 2013,"170,032 members",TV
Made in Abyss Movie 1: Tabidachi no Yoake,8.17,427,Jan 2019 - Jan 2019,"137,463 members",Movie
Meitantei Conan,8.17,428,Jan 1996 -,"358,447 members",TV
No Game No Life: Zero,8.17,429,Jul 2017 - Jul 2017,"895,968 members",Movie
Yuukoku no Moriarty,8.17,430,Oct 2020 - Dec 2020,"453,934 members",TV
Ao Ashi,8.17,431,Apr 2022 - Sep 2022,"227,742 members",TV
Bakuman.,8.17,432,Oct 2010 - Apr 2011,"634,435 members",TV
Black Lagoon: The Second Barrage,8.17,433,Oct 2006 - Dec 2006,"534,603 members",TV
Bungou Stray Dogs 2nd Season,8.17,434,Oct 2016 - Dec 2016,"890,627 members",TV
Cardcaptor Sakura,8.17,435,Apr 1998 - Mar 2000,"450,716 members",TV
Digimon Adventure: Last Evolution Kizuna,8.17,436,Feb 2020 - Feb 2020,"46,864 members",Movie
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.17,437,Oct 2019 - Oct 2019,"27,083 members",Movie
Girls & Panzer: Saishuushou Part 3,8.17,438,Mar 2021 - Mar 2021,"30,419 members",Movie
Holo no Graffiti,8.17,439,May 2019 -,"56,732 members",ONA
Initial D Fourth Stage,8.17,440,Apr 2004 - Feb 2006,"197,816 members",TV
Akira,8.16,441,Jul 1988 - Jul 1988,"884,091 members",Movie
Aria the Natural,8.16,442,Apr 2006 - Sep 2006,"81,568 members",TV
Dr. Stone: Stone Wars,8.16,443,Jan 2021 - Mar 2021,"1,090,235 members",TV
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.16,444,Oct 2017 - Oct 2017,"471,422 members",Movie
Higurashi no Naku Koro ni Kai,8.16,445,Jul 2007 - Dec 2007,"489,873 members",TV
Horimiya: Piece,8.16,446,Jul 2023 - Sep 2023,"366,408 members",TV
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.16,447,Dec 2016 - Dec 2016,"68,298 members",OVA
Lycoris Recoil,8.16,448,Jul 2022 - Sep 2022,"531,272 members",TV
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.16,449,Jan 2021 - Jan 2021,"38,371 members",Movie
Ouran Koukou Host Club,8.16,450,Apr 2006 - Sep 2006,"1,156,319 members",TV
Sono Bisque Doll wa Koi wo Suru,8.16,451,Jan 2022 - Mar 2022,"1,138,145 members",TV
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.16,452,Sep 2008 - Sep 2008,"170,882 members",Movie
Yi Nian Yong Heng: Chuan Cheng Pian,8.16,453,Jul 2022 - Jul 2023,"7,206 members",ONA
Spy x Family Movie: Code: White,8.15,454,Dec 2023 - Dec 2023,"174,516 members",Movie
Toaru Kagaku no Railgun T,8.15,455,Jan 2020 - Sep 2020,"240,712 members",TV
Dr. Stone: New World,8.15,456,Apr 2023 - Jun 2023,"506,460 members",TV
Dr. Stone: Ryuusui,8.15,457,Jul 2022 - Jul 2022,"320,519 members",TV
Eiga Daisuki Pompo-san,8.15,458,Jun 2021 - Jun 2021,"54,976 members",Movie
Lupin III: Cagliostro no Shiro,8.15,459,Dec 1979 - Dec 1979,"120,493 members",Movie
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.15,460,Mar 2022 - Mar 2022,"23,634 members",OVA
Kaiba,8.14,461,Apr 2008 - Jul 2008,"157,372 members",TV
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.14,462,Apr 2015 - Apr 2015,"269,186 members",Movie
Major: Message,8.14,463,Dec 2010 - Dec 2010,"31,605 members",OVA
Noragami Aragoto,8.14,464,Oct 2015 - Dec 2015,"1,489,639 members",TV
Shinigami Bocchan to Kuro Maid 3rd Season,8.14,465,Apr 2024 - Jun 2024,"56,083 members",TV
Tensei shitara Slime Datta Ken,8.14,466,Oct 2018 - Mar 2019,"1,521,423 members",TV
Working!!! Lord of the Takanashi,8.14,467,Mar 2016 - Mar 2016,"104,919 members",Special
Black Clover,8.14,468,Oct 2017 - Mar 2021,"1,748,911 members",TV
Death Parade,8.14,469,Jan 2015 - Mar 2015,"1,822,962 members",TV
Ginga Eiyuu Densetsu Gaiden,8.14,470,Feb 1998 - Sep 1998,"25,141 members",OVA
Eizouken ni wa Te wo Dasu na!,8.13,471,Jan 2020 - Mar 2020,"348,208 members",TV
Given: Uragawa no Sonzai,8.13,472,Dec 2021 - Dec 2021,"93,224 members",OVA
IDOLiSH7 Second Beat!,8.13,473,Apr 2020 - Dec 2020,"33,190 members",TV
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,474,Dec 2003 - Dec 2003,"76,926 members",Movie
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.13,475,Apr 2019 - Aug 2019,"24,685 members",TV
Kimetsu no Yaiba: Hashira Geiko-hen,8.13,476,May 2024 - Jun 2024,"562,634 members",TV
Lupin III: Part 5,8.13,477,Apr 2018 - Sep 2018,"45,921 members",TV
Nisemonogatari,8.13,478,Jan 2012 - Mar 2012,"747,499 members",TV
Nodame Cantabile: Paris-hen,8.13,479,Oct 2008 - Dec 2008,"126,933 members",TV
Princess Tutu,8.13,480,Aug 2002 - May 2003,"174,897 members",TV
Ranma ½ (2024),8.13,481,Oct 2024 - Dec 2024,"93,905 members",TV
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.13,482,Oct 2024 -,"130,757 members",TV
Shokugeki no Souma,8.13,483,Apr 2015 - Sep 2015,"1,682,163 members",TV
Seirei no Moribito,8.12,484,Apr 2007 - Sep 2007,"224,237 members",TV
Shen Yin Wangzuo,8.12,485,Apr 2022 - Sep 2022,"8,230 members",ONA
Skip to Loafer,8.12,486,Apr 2023 - Jun 2023,"294,256 members",TV
Gankutsuou,8.12,487,Oct 2004 - Mar 2005,"256,843 members",TV
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,488,Apr 2015 - Apr 2015,"42,545 members",Special
Given Movie 1,8.12,489,Aug 2020 - Aug 2020,"246,660 members",Movie
Golden Kamuy 4th Season,8.12,490,Oct 2022 - Jun 2023,"104,434 members",TV
Hinamatsuri,8.12,491,Apr 2018 - Jun 2018,"529,118 members",TV
Katekyou Hitman Reborn!,8.12,492,Oct 2006 - Sep 2010,"568,050 members",TV
Kaze Tachinu,8.12,493,Jul 2013 - Jul 2013,"355,190 members",Movie
Paripi Koumei,8.12,494,Apr 2022 - Jun 2022,"310,454 members",TV
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.11,495,Apr 2014 - Sep 2014,"1,266,158 members",TV
Kamisama Hajimemashita,8.11,496,Oct 2012 - Dec 2012,"680,020 members",TV
Kuragehime,8.11,497,Oct 2010 - Dec 2010,"247,830 members",TV
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.11,498,Jul 2012 - Jul 2012,"24,852 members",Movie
Meitantei Conan Movie 05: Tengoku e no Countdown,8.11,499,Apr 2001 - Apr 2001,"65,867 members",Movie
Meitantei Conan Movie 14: Tenkuu no Lost Ship,8.11,500,Apr 2010 - Apr 2010,"59,184 members",Movie
One Piece Film: Z,8.11,501,Dec 2012 - Dec 2012,"295,224 members",Movie
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.11,502,Aug 2012 - Aug 2012,"72,330 members",TV
Precure All Stars Movie F,8.11,503,Sep 2023 - Sep 2023,"3,392 members",Movie
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,504,Dec 2019 - Dec 2019,"232,156 members",ONA
Stand By Me Doraemon,8.11,505,Aug 2014 - Aug 2014,"57,793 members",Movie
Buddy Daddies,8.11,506,Jan 2023 - Apr 2023,"304,548 members",TV
Diamond no Ace,8.11,507,Oct 2013 - Mar 2015,"252,676 members",TV
Fullmetal Alchemist,8.11,508,Oct 2003 - Oct 2004,"1,501,142 members",TV
Initial D Fifth Stage,8.11,509,Nov 2012 - May 2013,"158,218 members",TV
Akatsuki no Yona OVA,8.10,510,Sep 2015 - Dec 2016,"139,255 members",OVA
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.10,511,Jan 2018 - Jan 2018,"282,856 members",Movie
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.10,512,Nov 2015 - Nov 2015,"35,461 members",Special
JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.10,513,Dec 2021 - Dec 2021,"537,468 members",ONA
Kidou Senshi Gundam 00,8.10,514,Oct 2007 - Mar 2008,"224,978 members",TV
Kono Subarashii Sekai ni Shukufuku wo!,8.10,515,Jan 2016 - Mar 2016,"2,033,328 members",TV
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.10,516,Sep 2006 - Sep 2006,"102,934 members",TV
Mahoutsukai no Yome: Hoshi Matsu Hito,8.10,517,Sep 2016 - Sep 2017,"289,156 members",OVA
Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.10,518,Apr 2024 - Sep 2024,"219,718 members",TV
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.10,519,Feb 2011 - Jul 2011,"77,597 members",OVA
Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.10,520,Apr 2016 - Apr 2016,"12,116 members",Movie
Toki wo Kakeru Shoujo,8.10,521,Jul 2006 - Jul 2006,"807,967 members",Movie
Serial Experiments Lain,8.09,522,Jul 1998 - Sep 1998,"820,494 members",TV
Tsurune: Tsunagari no Issha,8.09,523,Jan 2023 - Mar 2023,"60,473 members",TV
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.09,524,Jul 2022 - Sep 2022,"699,197 members",TV
Detroit Metal City,8.09,525,Aug 2008 - Oct 2008,"216,814 members",OVA
Durarara!!,8.09,526,Jan 2010 - Jun 2010,"1,438,223 members",TV
Gin no Saji,8.09,527,Jul 2013 - Sep 2013,"300,623 members",TV
Hajime no Ippo: Boxer no Kobushi,8.09,528,Mar 2003 - Mar 2003,"58,748 members",Special
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.09,529,Apr 2020 - Jun 2020,"227,493 members",TV
Jigokuraku,8.09,530,Apr 2023 - Jul 2023,"770,985 members",TV
Kidou Senshi Gundam Unicorn,8.09,531,Mar 2010 - Jun 2014,"101,990 members",OVA
Kuroko no Basket: Saikou no Present desu,8.09,532,Dec 2015 - Dec 2015,"111,314 members",Special
Mirai Shounen Conan,8.09,533,Apr 1978 - Oct 1978,"53,096 members",TV
Tsubasa: Shunraiki,8.08,534,Mar 2009 - May 2009,"63,472 members",OVA
Tsukimonogatari,8.08,535,Dec 2014 - Dec 2014,"427,989 members",TV
Yuusha-Ou GaoGaiGar Final,8.08,536,Jan 2000 - Mar 2003,"11,226 members",OVA
Zankyou no Terror,8.08,537,Jul 2014 - Sep 2014,"1,205,357 members",TV
Ansatsu Kyoushitsu,8.08,538,Jan 2015 - Jun 2015,"2,085,999 members",TV
Baccano! Specials,8.08,539,Feb 2008 - May 2008,"181,992 members",Special
Fumetsu no Anata e Season 2,8.08,540,Oct 2022 - Mar 2023,"297,032 members",TV
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.08,541,Dec 1993 - Dec 1993,"36,302 members",Movie
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,542,Sep 2005 - Sep 2005,"57,779 members",Special
Gridman Universe,8.08,543,Mar 2023 - Mar 2023,"33,600 members",Movie
Haikyuu!! Movie 2: Shousha to Haisha,8.08,544,Sep 2015 - Sep 2015,"101,015 members",Movie
Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.08,545,Nov 2013 - Nov 2013,"14,977 members",OVA
Boku no Hero Academia 2nd Season,8.07,546,Apr 2017 - Sep 2017,"2,593,436 members",TV
Boku no Hero Academia 7th Season,8.07,547,May 2024 - Oct 2024,"343,736 members",TV
Gintama: Dai Hanseikai,8.07,548,Mar 2010 - Mar 2010,"39,295 members",Special
Girls & Panzer: Saishuushou Part 2,8.07,549,Jun 2019 - Jun 2019,"39,846 members",Movie
Hikaru no Go,8.07,550,Oct 2001 - Mar 2003,"142,489 members",TV
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07,551,Apr 2022 - Jun 2022,"170,420 members",TV
Kanata no Astra,8.07,552,Jul 2019 - Sep 2019,"318,908 members",TV
Karasu wa Aruji wo Erabanai,8.07,553,Apr 2024 - Sep 2024,"43,539 members",TV
Kidou Senshi Gundam 00 Second Season,8.07,554,Oct 2008 - Mar 2009,"155,238 members",TV
Kimi wa Houkago Insomnia,8.07,555,Apr 2023 - Jul 2023,"233,484 members",TV
Kuroko no Basket Movie 4: Last Game,8.07,556,Mar 2017 - Mar 2017,"320,923 members",Movie
Overlord IV,8.07,557,Jul 2022 - Sep 2022,"570,550 members",TV
Quanzhi Gaoshou: Dianfeng Rongyao,8.07,558,Aug 2019 - Aug 2019,"53,057 members",Movie
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.07,559,Oct 2023 - Mar 2024,"337,834 members",TV
Shokugeki no Souma: Ni no Sara,8.07,560,Jul 2016 - Sep 2016,"1,163,074 members",TV
Skip Beat!,8.07,561,Oct 2008 - Mar 2009,"276,024 members",TV
The Fable,8.07,562,Apr 2024 - Sep 2024,"69,472 members",TV
Uchouten Kazoku 2,8.07,563,Apr 2017 - Jun 2017,"66,268 members",TV
Yuanshen: Jinzhong Ge,8.07,564,Apr 2024 - Apr 2024,"5,021 members",ONA
Zhan Shen: Fanchen Shenyu,8.07,565,Jul 2024 - Oct 2024,"2,210 members",ONA
Spy x Family Season 2,8.06,566,Oct 2023 - Dec 2023,"551,776 members",TV
Uma Musume: Pretty Derby Season 2,8.06,567,Jan 2021 - Mar 2021,"56,574 members",TV
City Hunter 2,8.06,568,Apr 1988 - Jul 1989,"28,499 members",TV
Ginga Eiyuu Densetsu Gaiden (1999),8.06,569,Dec 1999 - Jul 2000,"21,090 members",OVA
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.06,570,Sep 2019 - Sep 2019,"31,194 members",Movie
Hyouka,8.06,571,Apr 2012 - Sep 2012,"1,412,940 members",TV
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.06,572,Sep 2022 - Sep 2022,"287,360 members",ONA
Kamisama Hajimemashita OVA,8.06,573,Aug 2013 - Aug 2013,"138,326 members",OVA
